trial,struct,time,l,un,order,baserate,mag,session,subject,block
37,1,1,25,25,1,3,100,H,4,2
37,1,2,75,0,1,3,100,H,4,2
38,2,1,25,25,1,3,100,H,4,2
38,2,2,-100,49,2,3,100,H,4,2
39,1,1,45,45,2,1,60,H,4,2
39,1,2,95,0,2,1,60,H,4,2
40,1,1,35,34,1,1,40,H,4,2
40,1,2,95,0,1,1,40,H,4,2
41,2,1,25,25,2,3,40,H,4,2
41,2,2,-100,50,2,3,40,H,4,2
42,1,1,25,25,2,3,20,H,4,2
42,1,2,50,40,2,3,20,H,4,2
43,1,1,45,45,1,1,20,H,4,2
43,1,2,90,-50,2,1,20,H,4,2
44,1,1,25,25,1,3,80,H,4,2
44,1,2,75,-10,2,3,80,H,4,2
45,2,1,25,24,2,3,100,H,4,3
45,2,2,-100,50,1,3,100,H,4,3
46,1,1,24,25,2,3,40,H,4,3
46,1,2,75,-25,2,3,40,H,4,3
47,1,1,25,25,1,3,20,H,4,3
47,1,2,70,5,1,3,20,H,4,3
48,0,1,-100,-100,1,3,0,H,4,3
48,0,2,-100,-100,1,3,0,H,4,3
49,1,1,24,25,1,3,60,H,4,3
49,1,2,75,0,2,3,60,H,4,3
50,2,1,25,25,1,3,20,H,4,3
50,2,2,-100,50,2,3,20,H,4,3
51,2,1,47,47,1,1,80,H,4,3
51,2,2,-100,93,1,1,80,H,4,3
52,2,1,40,40,2,1,20,H,4,3
52,2,2,-100,90,2,1,20,H,4,3
53,2,1,40,40,1,1,40,H,4,3
53,2,2,-100,0,2,1,40,H,4,3
54,1,1,45,45,1,1,80,H,4,3
54,1,2,90,0,1,1,80,H,4,3
55,1,1,20,20,2,1,20,H,4,3
55,1,2,60,0,2,1,20,H,4,3
56,1,1,25,25,1,3,80,H,4,3
56,1,2,75,0,2,3,80,H,4,3
57,1,1,24,25,1,3,100,H,4,3
57,1,2,80,0,1,3,100,H,4,3
58,1,1,35,35,1,1,60,H,4,3
58,1,2,0,0,1,1,60,H,4,3
59,2,1,25,25,2,3,40,H,4,3
59,2,2,-100,50,2,3,40,H,4,3
60,2,1,25,25,2,3,60,H,4,3
60,2,2,-100,48,1,3,60,H,4,3
61,0,1,-100,-100,2,1,0,H,4,3
61,0,2,-99,-100,2,1,0,H,4,3
62,2,1,25,25,1,3,80,H,4,3
62,2,2,-100,50,1,3,80,H,4,3
63,1,1,44,42,1,1,100,H,4,3
63,1,2,91,10,1,1,100,H,4,3
64,2,1,48,44,1,1,100,H,4,3
64,2,2,-100,90,1,1,100,H,4,3
65,1,1,45,45,1,1,40,H,4,3
65,1,2,95,0,2,1,40,H,4,3
66,2,1,45,45,2,1,60,H,4,3
66,2,2,-100,90,1,1,60,H,4,3
67,1,1,45,46,1,1,80,H,4,4
67,1,2,96,0,1,1,80,H,4,4
68,0,1,-100,-100,1,1,0,H,4,4
68,0,2,-100,-100,2,1,0,H,4,4
69,2,1,46,42,2,1,100,H,4,4
69,2,2,-100,90,1,1,100,H,4,4
70,2,1,25,25,1,3,100,H,4,4
70,2,2,-100,50,2,3,100,H,4,4
71,1,1,40,40,1,1,20,H,4,4
71,1,2,90,0,1,1,20,H,4,4
72,1,1,24,25,1,3,80,H,4,4
72,1,2,80,0,2,3,80,H,4,4
73,2,1,39,40,2,3,20,H,4,4
73,2,2,-100,67,1,3,20,H,4,4
74,2,1,60,60,1,1,20,H,4,4
74,2,2,-100,93,1,1,20,H,4,4
75,0,1,-100,-100,1,3,0,H,4,4
75,0,2,-100,-100,1,3,0,H,4,4
76,1,1,39,34,2,3,20,H,4,4
76,1,2,63,0,2,3,20,H,4,4
77,2,1,30,33,2,3,60,H,4,4
77,2,2,-100,68,1,3,60,H,4,4
78,1,1,50,50,2,1,60,H,4,4
78,1,2,96,0,1,1,60,H,4,4
79,2,1,29,35,1,3,80,H,4,4
79,2,2,-100,60,1,3,80,H,4,4
80,2,1,43,47,1,1,40,H,4,4
80,2,2,-100,90,1,1,40,H,4,4
81,2,1,61,60,2,1,60,H,4,4
81,2,2,-100,94,2,1,60,H,4,4
82,2,1,51,50,2,1,80,H,4,4
82,2,2,-100,96,1,1,80,H,4,4
83,1,1,37,36,2,3,100,H,4,4
83,1,2,85,0,2,3,100,H,4,4
84,1,1,26,24,1,3,60,H,4,4
84,1,2,75,0,2,3,60,H,4,4
85,1,1,47,45,2,1,40,H,4,4
85,1,2,90,0,2,1,40,H,4,4
86,1,1,48,55,1,1,100,H,4,4
86,1,2,94,0,2,1,100,H,4,4
87,2,1,20,28,1,3,40,H,4,4
87,2,2,-100,48,1,3,40,H,4,4
88,1,1,27,28,1,3,40,H,4,4
88,1,2,71,0,1,3,40,H,4,4
89,2,1,26,27,1,3,60,H,4,5
89,2,2,-100,49,2,3,60,H,4,5
90,1,1,28,30,1,3,100,H,4,5
90,1,2,77,0,1,3,100,H,4,5
91,2,1,46,43,1,1,80,H,4,5
91,2,2,-100,90,2,1,80,H,4,5
92,2,1,42,42,1,1,20,H,4,5
92,2,2,-100,84,2,1,20,H,4,5
93,1,1,46,45,1,1,40,H,4,5
93,1,2,88,0,2,1,40,H,4,5
94,1,1,31,32,1,3,80,H,4,5
94,1,2,75,0,2,3,80,H,4,5
95,0,1,-100,-100,1,1,0,H,4,5
95,0,2,-96,-100,2,1,0,H,4,5
96,2,1,24,24,2,3,100,H,4,5
96,2,2,-100,50,1,3,100,H,4,5
97,2,1,18,20,2,3,40,H,4,5
97,2,2,-100,47,2,3,40,H,4,5
98,1,1,46,43,1,1,80,H,4,5
98,1,2,94,0,1,1,80,H,4,5
99,1,1,25,25,1,3,60,H,4,5
99,1,2,73,0,1,3,60,H,4,5
100,1,1,25,22,2,3,20,H,4,5
100,1,2,80,0,2,3,20,H,4,5
101,1,1,21,30,1,3,40,H,4,5
101,1,2,77,0,2,3,40,H,4,5
102,1,1,47,44,1,1,60,H,4,5
102,1,2,94,0,1,1,60,H,4,5
103,2,1,46,51,2,1,60,H,4,5
103,2,2,-100,48,1,1,60,H,4,5
104,2,1,49,45,2,1,100,H,4,5
104,2,2,-100,90,2,1,100,H,4,5
105,1,1,49,41,2,1,20,H,4,5
105,1,2,95,0,1,1,20,H,4,5
106,0,1,-98,-100,1,3,0,H,4,5
106,0,2,-100,-100,1,3,0,H,4,5
107,2,1,44,44,1,1,40,H,4,5
107,2,2,-100,91,2,1,40,H,4,5
108,2,1,25,26,1,3,20,H,4,5
108,2,2,-100,51,2,3,20,H,4,5
109,1,1,49,46,2,1,100,H,4,5
109,1,2,97,0,1,1,100,H,4,5
110,2,1,25,25,2,3,80,H,4,5
110,2,2,-100,50,1,3,80,H,4,5
1,2,1,45,45,2,1,60,S,4,1
1,2,2,-100,90,1,1,60,S,4,1
2,1,1,25,24,2,3,60,S,4,1
2,1,2,75,1,1,3,60,S,4,1
3,1,1,45,45,1,1,60,S,4,1
3,1,2,100,0,2,1,60,S,4,1
4,1,1,25,25,1,3,40,S,4,1
4,1,2,76,-50,2,3,40,S,4,1
5,2,1,25,25,1,3,40,S,4,1
5,2,2,-100,50,1,3,40,S,4,1
6,1,1,25,25,1,3,100,S,4,1
6,1,2,75,0,1,3,100,S,4,1
7,1,1,25,25,1,3,80,S,4,1
7,1,2,0,75,2,3,80,S,4,1
8,2,1,46,45,2,1,20,S,4,1
8,2,2,-100,90,1,1,20,S,4,1
9,2,1,25,25,1,3,80,S,4,1
9,2,2,-100,50,2,3,80,S,4,1
10,2,1,25,25,2,3,20,S,4,1
10,2,2,-100,50,1,3,20,S,4,1
11,2,1,25,26,2,3,60,S,4,1
11,2,2,-100,50,2,3,60,S,4,1
12,2,1,45,46,1,1,100,S,4,1
12,2,2,-100,90,1,1,100,S,4,1
13,2,1,45,45,1,1,40,S,4,1
13,2,2,-100,90,2,1,40,S,4,1
14,1,1,45,45,2,1,80,S,4,1
14,1,2,100,0,2,1,80,S,4,1
15,1,1,45,45,2,1,20,S,4,1
15,1,2,100,-75,2,1,20,S,4,1
16,0,1,-100,-100,2,3,0,S,4,1
16,0,2,-100,-100,1,3,0,S,4,1
17,2,1,44,44,1,1,80,S,4,1
17,2,2,-100,90,2,1,80,S,4,1
18,1,1,45,45,2,1,40,S,4,1
18,1,2,100,-59,1,1,40,S,4,1
19,1,1,45,45,1,1,100,S,4,1
19,1,2,100,0,2,1,100,S,4,1
20,1,1,25,25,2,3,20,S,4,1
20,1,2,75,-80,2,3,20,S,4,1
21,0,1,-100,-100,2,1,0,S,4,1
21,0,2,-100,-100,1,1,0,S,4,1
22,2,1,25,26,1,3,100,S,4,1
22,2,2,-100,50,2,3,100,S,4,1
23,1,1,45,45,2,1,60,S,4,2
23,1,2,100,0,2,1,60,S,4,2
24,1,1,45,45,1,1,40,S,4,2
24,1,2,100,-30,2,1,40,S,4,2
25,1,1,45,45,1,1,20,S,4,2
25,1,2,100,-90,2,1,20,S,4,2
26,2,1,45,44,1,1,80,S,4,2
26,2,2,-100,90,1,1,80,S,4,2
27,1,1,24,25,1,3,100,S,4,2
27,1,2,75,0,1,3,100,S,4,2
28,2,1,45,45,2,1,40,S,4,2
28,2,2,-100,90,2,1,40,S,4,2
29,2,1,25,25,2,3,100,S,4,2
29,2,2,-100,50,2,3,100,S,4,2
30,2,1,45,45,1,1,60,S,4,2
30,2,2,-100,90,2,1,60,S,4,2
31,1,1,45,45,1,1,100,S,4,2
31,1,2,100,-6,1,1,100,S,4,2
32,1,1,24,25,2,3,60,S,4,2
32,1,2,74,-25,2,3,60,S,4,2
33,2,1,45,45,2,1,100,S,4,2
33,2,2,-100,89,1,1,100,S,4,2
34,2,1,25,25,1,3,60,S,4,2
34,2,2,-100,51,2,3,60,S,4,2
35,2,1,25,24,1,3,80,S,4,2
35,2,2,-100,50,2,3,80,S,4,2
36,2,1,25,25,2,3,40,S,4,2
36,2,2,-100,50,1,3,40,S,4,2
37,2,1,26,24,2,3,20,S,4,2
37,2,2,-100,50,2,3,20,S,4,2
38,2,1,45,45,1,1,20,S,4,2
38,2,2,-100,90,2,1,20,S,4,2
39,1,1,46,45,1,1,80,S,4,2
39,1,2,100,0,1,1,80,S,4,2
40,1,1,25,25,2,3,20,S,4,2
40,1,2,75,-75,2,3,20,S,4,2
41,1,1,25,25,2,3,40,S,4,2
41,1,2,75,-60,1,3,40,S,4,2
42,1,1,25,25,1,3,80,S,4,2
42,1,2,0,75,2,3,80,S,4,2
43,0,1,-100,-100,1,1,0,S,4,2
43,0,2,-100,-100,1,1,0,S,4,2
44,0,1,-100,-100,2,3,0,S,4,2
44,0,2,-100,-100,2,3,0,S,4,2
45,2,1,25,25,2,3,20,S,4,3
45,2,2,-100,50,1,3,20,S,4,3
46,2,1,45,45,1,1,40,S,4,3
46,2,2,-100,90,2,1,40,S,4,3
47,2,1,24,25,2,3,100,S,4,3
47,2,2,-100,50,2,3,100,S,4,3
48,1,1,25,25,2,3,40,S,4,3
48,1,2,75,-67,1,3,40,S,4,3
49,2,1,44,45,1,1,80,S,4,3
49,2,2,-100,90,2,1,80,S,4,3
50,1,1,24,26,2,3,60,S,4,3
50,1,2,74,-10,2,3,60,S,4,3
51,2,1,25,25,2,3,60,S,4,3
51,2,2,-100,50,2,3,60,S,4,3
52,1,1,25,24,1,3,80,S,4,3
52,1,2,75,-15,1,3,80,S,4,3
53,1,1,25,25,2,3,20,S,4,3
53,1,2,75,-80,1,3,20,S,4,3
54,0,1,-100,-100,2,1,0,S,4,3
54,0,2,-100,-100,2,1,0,S,4,3
55,1,1,45,45,1,1,60,S,4,3
55,1,2,0,100,1,1,60,S,4,3
56,2,1,45,45,2,1,100,S,4,3
56,2,2,-100,90,1,1,100,S,4,3
57,1,1,45,44,1,1,40,S,4,3
57,1,2,100,-50,2,1,40,S,4,3
58,1,1,46,43,1,1,20,S,4,3
58,1,2,100,-85,1,1,20,S,4,3
59,2,1,27,25,2,3,80,S,4,3
59,2,2,-100,52,1,3,80,S,4,3
60,0,1,-100,-100,2,3,0,S,4,3
60,0,2,-100,-100,2,3,0,S,4,3
61,1,1,43,46,2,1,100,S,4,3
61,1,2,100,0,2,1,100,S,4,3
62,1,1,45,44,2,1,80,S,4,3
62,1,2,100,0,1,1,80,S,4,3
63,1,1,24,26,2,3,100,S,4,3
63,1,2,75,0,1,3,100,S,4,3
64,2,1,24,25,1,3,40,S,4,3
64,2,2,-100,50,2,3,40,S,4,3
65,2,1,45,44,2,1,20,S,4,3
65,2,2,-100,90,2,1,20,S,4,3
66,2,1,45,45,1,1,60,S,4,3
66,2,2,-100,90,2,1,60,S,4,3
67,0,1,-100,-100,2,3,0,S,4,4
67,0,2,-100,-100,1,3,0,S,4,4
68,2,1,25,24,1,3,40,S,4,4
68,2,2,-100,51,2,3,40,S,4,4
69,1,1,25,26,1,3,40,S,4,4
69,1,2,75,-40,2,3,40,S,4,4
70,1,1,24,45,1,1,40,S,4,4
70,1,2,100,-40,2,1,40,S,4,4
71,2,1,46,46,1,1,60,S,4,4
71,2,2,-100,90,2,1,60,S,4,4
72,2,1,25,25,1,3,100,S,4,4
72,2,2,-100,50,2,3,100,S,4,4
73,2,1,45,45,2,1,40,S,4,4
73,2,2,-100,90,2,1,40,S,4,4
74,1,1,26,25,2,3,100,S,4,4
74,1,2,75,0,2,3,100,S,4,4
75,1,1,45,45,1,1,60,S,4,4
75,1,2,100,-14,1,1,60,S,4,4
76,1,1,26,25,1,3,80,S,4,4
76,1,2,74,-6,2,3,80,S,4,4
77,2,1,24,23,1,3,60,S,4,4
77,2,2,-100,51,2,3,60,S,4,4
78,2,1,45,45,2,1,20,S,4,4
78,2,2,-100,88,1,1,20,S,4,4
79,2,1,25,25,2,3,80,S,4,4
79,2,2,-100,51,2,3,80,S,4,4
80,2,1,44,46,2,1,80,S,4,4
80,2,2,-100,90,1,1,80,S,4,4
81,1,1,26,25,2,3,60,S,4,4
81,1,2,74,-9,2,3,60,S,4,4
82,1,1,45,46,2,1,100,S,4,4
82,1,2,100,0,1,1,100,S,4,4
83,1,1,25,26,2,3,20,S,4,4
83,1,2,75,-85,2,3,20,S,4,4
84,0,1,-100,-100,2,1,0,S,4,4
84,0,2,-100,-100,2,1,0,S,4,4
85,2,1,45,45,1,1,100,S,4,4
85,2,2,-100,90,1,1,100,S,4,4
86,1,1,46,45,2,1,80,S,4,4
86,1,2,100,-12,2,1,80,S,4,4
87,1,1,45,45,2,1,20,S,4,4
87,1,2,100,-80,2,1,20,S,4,4
88,2,1,24,24,2,3,20,S,4,4
88,2,2,-100,75,2,3,20,S,4,4
89,1,1,45,45,2,1,100,S,4,5
89,1,2,100,0,2,1,100,S,4,5
90,1,1,25,25,1,3,40,S,4,5
90,1,2,76,-67,1,3,40,S,4,5
91,1,1,25,26,1,3,60,S,4,5
91,1,2,75,-19,1,3,60,S,4,5
92,0,1,-100,-100,1,1,0,S,4,5
92,0,2,-100,-100,2,1,0,S,4,5
93,2,1,45,45,1,1,60,S,4,5
93,2,2,-100,90,2,1,60,S,4,5
94,2,1,45,45,2,1,80,S,4,5
94,2,2,-100,90,1,1,80,S,4,5
95,1,1,45,45,2,1,20,S,4,5
95,1,2,100,-17,2,1,20,S,4,5
96,1,1,44,45,1,1,80,S,4,5
96,1,2,100,0,1,1,80,S,4,5
97,1,1,45,45,1,1,40,S,4,5
97,1,2,100,-39,2,1,40,S,4,5
98,0,1,-100,-100,2,3,0,S,4,5
98,0,2,-100,-100,2,3,0,S,4,5
99,2,1,45,44,1,1,20,S,4,5
99,2,2,-100,86,1,1,20,S,4,5
100,2,1,24,25,2,3,60,S,4,5
100,2,2,-100,50,2,3,60,S,4,5
101,2,1,44,44,1,1,40,S,4,5
101,2,2,-100,90,2,1,40,S,4,5
102,1,1,45,45,1,1,60,S,4,5
102,1,2,100,-33,2,1,60,S,4,5
103,2,1,44,45,2,1,100,S,4,5
103,2,2,-100,90,1,1,100,S,4,5
104,2,1,25,24,1,3,80,S,4,5
104,2,2,-100,51,2,3,80,S,4,5
105,1,1,25,24,1,3,100,S,4,5
105,1,2,75,-10,1,3,100,S,4,5
106,2,1,25,25,1,3,100,S,4,5
106,2,2,50,-100,1,3,100,S,4,5
107,1,1,26,25,1,3,80,S,4,5
107,1,2,0,75,2,3,80,S,4,5
108,1,1,26,25,2,3,20,S,4,5
108,1,2,75,-85,2,3,20,S,4,5
109,2,1,25,26,2,3,40,S,4,5
109,2,2,-100,50,1,3,40,S,4,5
110,2,1,25,25,1,3,20,S,4,5
110,2,2,-100,49,1,3,20,S,4,5
1,2,1,29,28,1,1,20,D,5,1
1,2,2,-90,90,1,1,20,D,5,1
2,2,1,35,35,1,3,20,D,5,1
2,2,2,-88,94,2,3,20,D,5,1
3,2,1,60,60,1,3,80,D,5,1
3,2,2,-70,100,2,3,80,D,5,1
4,0,1,-90,-90,1,1,0,D,5,1
4,0,2,-92,50,1,1,0,D,5,1
5,1,1,75,74,2,1,80,D,5,1
5,1,2,95,-90,2,1,80,D,5,1
6,1,1,86,78,1,1,100,D,5,1
6,1,2,95,-36,1,1,100,D,5,1
7,2,1,39,39,2,1,60,D,5,1
7,2,2,-90,84,2,1,60,D,5,1
8,1,1,8,8,2,3,20,D,5,1
8,1,2,50,-9,2,3,20,D,5,1
9,2,1,52,54,2,3,100,D,5,1
9,2,2,-50,70,2,3,100,D,5,1
10,1,1,35,34,2,1,60,D,5,1
10,1,2,51,-32,2,1,60,D,5,1
11,1,1,27,27,2,3,100,D,5,1
11,1,2,86,-53,2,3,100,D,5,1
12,1,1,12,12,1,3,60,D,5,1
12,1,2,45,-20,1,3,60,D,5,1
13,2,1,39,36,2,1,80,D,5,1
13,2,2,-90,87,2,1,80,D,5,1
14,2,1,12,16,1,3,40,D,5,1
14,2,2,-49,50,2,3,40,D,5,1
15,2,1,31,28,2,1,40,D,5,1
15,2,2,-87,78,1,1,40,D,5,1
16,0,1,-52,-55,1,3,0,D,5,1
16,0,2,-66,-52,1,3,0,D,5,1
17,1,1,27,25,1,1,20,D,5,1
17,1,2,41,-31,2,1,20,D,5,1
18,1,1,53,53,1,3,80,D,5,1
18,1,2,71,29,1,3,80,D,5,1
19,2,1,33,40,1,1,100,D,5,1
19,2,2,-58,64,2,1,100,D,5,1
20,1,1,24,26,1,1,40,D,5,1
20,1,2,50,16,1,1,40,D,5,1
21,2,1,8,8,1,3,60,D,5,1
21,2,2,-50,50,1,3,60,D,5,1
22,1,1,28,26,2,3,40,D,5,1
22,1,2,42,-49,2,3,40,D,5,1
23,2,1,26,17,2,3,40,D,5,2
23,2,2,49,-51,2,3,40,D,5,2
24,2,1,34,40,1,1,40,D,5,2
24,2,2,-90,90,2,1,40,D,5,2
25,1,1,18,19,1,1,20,D,5,2
25,1,2,90,17,2,1,20,D,5,2
26,0,1,-28,-20,2,1,0,D,5,2
26,0,2,-90,-32,2,1,0,D,5,2
27,2,1,57,51,1,1,60,D,5,2
27,2,2,-90,90,2,1,60,D,5,2
28,1,1,25,24,2,1,40,D,5,2
28,1,2,91,29,1,1,40,D,5,2
29,2,1,60,60,1,3,100,D,5,2
29,2,2,50,81,2,3,100,D,5,2
30,2,1,28,23,2,1,80,D,5,2
30,2,2,-90,88,1,1,80,D,5,2
31,2,1,16,11,1,1,20,D,5,2
31,2,2,-92,88,2,1,20,D,5,2
32,1,1,13,14,2,3,20,D,5,2
32,1,2,53,-52,2,3,20,D,5,2
33,1,1,76,70,2,1,100,D,5,2
33,1,2,94,-93,2,1,100,D,5,2
34,1,1,24,26,1,3,40,D,5,2
34,1,2,51,-52,2,3,40,D,5,2
35,1,1,56,55,2,3,100,D,5,2
35,1,2,85,-84,1,3,100,D,5,2
36,1,1,50,50,2,1,60,D,5,2
36,1,2,64,-61,2,1,60,D,5,2
37,1,1,26,23,1,3,60,D,5,2
37,1,2,57,3,1,3,60,D,5,2
38,1,1,50,43,1,3,80,D,5,2
38,1,2,62,9,1,3,80,D,5,2
39,0,1,-52,-50,2,3,0,D,5,2
39,0,2,-55,-50,1,3,0,D,5,2
40,2,1,52,51,1,3,80,D,5,2
40,2,2,50,79,2,3,80,D,5,2
41,2,1,39,37,1,1,100,D,5,2
41,2,2,-86,81,1,1,100,D,5,2
42,2,1,15,14,1,3,20,D,5,2
42,2,2,-50,53,2,3,20,D,5,2
43,1,1,24,36,1,1,80,D,5,2
43,1,2,84,10,1,1,80,D,5,2
44,2,1,56,51,2,3,60,D,5,2
44,2,2,-50,60,1,3,60,D,5,2
45,2,1,19,28,1,1,40,D,5,3
45,2,2,-90,88,1,1,40,D,5,3
46,1,1,41,43,2,3,100,D,5,3
46,1,2,88,40,2,3,100,D,5,3
47,2,1,16,28,1,3,60,D,5,3
47,2,2,-52,48,1,3,60,D,5,3
48,1,1,21,25,1,3,80,D,5,3
48,1,2,66,-49,1,3,80,D,5,3
49,1,1,34,33,2,1,100,D,5,3
49,1,2,70,14,1,1,100,D,5,3
50,2,1,10,20,2,1,60,D,5,3
50,2,2,8,63,2,1,60,D,5,3
51,0,1,6,5,1,1,0,D,5,3
51,0,2,-13,-10,2,1,0,D,5,3
52,2,1,55,56,2,3,100,D,5,3
52,2,2,-53,67,1,3,100,D,5,3
53,1,1,11,12,1,1,80,D,5,3
53,1,2,51,-11,2,1,80,D,5,3
54,2,1,3,4,1,1,80,D,5,3
54,2,2,-61,73,1,1,80,D,5,3
55,2,1,33,31,2,1,100,D,5,3
55,2,2,-92,86,1,1,100,D,5,3
56,1,1,9,10,2,1,40,D,5,3
56,1,2,16,4,1,1,40,D,5,3
57,1,1,15,13,1,1,60,D,5,3
57,1,2,27,2,1,1,60,D,5,3
58,2,1,44,13,2,3,40,D,5,3
58,2,2,-45,49,1,3,40,D,5,3
59,2,1,48,47,1,3,80,D,5,3
59,2,2,-47,65,2,3,80,D,5,3
60,1,1,29,38,2,3,40,D,5,3
60,1,2,62,-44,2,3,40,D,5,3
61,2,1,10,16,1,3,20,D,5,3
61,2,2,-54,55,1,3,20,D,5,3
62,1,1,10,12,2,1,20,D,5,3
62,1,2,30,-90,1,1,20,D,5,3
63,1,1,7,6,1,3,20,D,5,3
63,1,2,54,1,1,3,20,D,5,3
64,2,1,17,18,1,1,20,D,5,3
64,2,2,-92,84,2,1,20,D,5,3
65,1,1,28,29,2,3,60,D,5,3
65,1,2,64,3,2,3,60,D,5,3
66,0,1,-42,-50,1,3,0,D,5,3
66,0,2,-60,-50,1,3,0,D,5,3
67,2,1,18,24,2,3,20,D,5,4
67,2,2,-50,61,1,3,20,D,5,4
68,2,1,23,27,1,1,40,D,5,4
68,2,2,-86,85,2,1,40,D,5,4
69,2,1,63,65,1,3,60,D,5,4
69,2,2,-71,66,2,3,60,D,5,4
70,1,1,30,30,2,3,100,D,5,4
70,1,2,54,11,1,3,100,D,5,4
71,2,1,8,7,2,1,80,D,5,4
71,2,2,-91,40,2,1,80,D,5,4
72,2,1,24,22,1,3,100,D,5,4
72,2,2,-60,50,2,3,100,D,5,4
73,1,1,13,15,1,3,20,D,5,4
73,1,2,57,11,1,3,20,D,5,4
74,2,1,31,37,1,1,60,D,5,4
74,2,2,-90,88,2,1,60,D,5,4
75,2,1,28,24,1,1,100,D,5,4
75,2,2,-91,91,1,1,100,D,5,4
76,0,1,-55,-51,2,3,0,D,5,4
76,0,2,-54,-51,2,3,0,D,5,4
77,1,1,17,17,2,3,40,D,5,4
77,1,2,53,6,2,3,40,D,5,4
78,2,1,18,23,1,1,20,D,5,4
78,2,2,-91,84,1,1,20,D,5,4
79,1,1,15,20,1,1,60,D,5,4
79,1,2,91,2,2,1,60,D,5,4
80,1,1,15,20,1,1,80,D,5,4
80,1,2,94,11,2,1,80,D,5,4
81,0,1,-96,-93,1,1,0,D,5,4
81,0,2,-98,-84,2,1,0,D,5,4
82,1,1,12,10,2,3,60,D,5,4
82,1,2,53,13,1,3,60,D,5,4
83,2,1,60,61,1,3,80,D,5,4
83,2,2,-53,82,2,3,80,D,5,4
84,1,1,20,19,1,1,40,D,5,4
84,1,2,70,10,1,1,40,D,5,4
85,1,1,13,15,1,1,100,D,5,4
85,1,2,90,-5,2,1,100,D,5,4
86,2,1,14,12,1,3,40,D,5,4
86,2,2,-53,52,1,3,40,D,5,4
87,1,1,8,14,1,1,20,D,5,4
87,1,2,77,8,1,1,20,D,5,4
88,1,1,32,27,1,3,80,D,5,4
88,1,2,64,7,2,3,80,D,5,4
89,1,1,8,12,1,3,20,D,5,5
89,1,2,58,9,2,3,20,D,5,5
90,1,1,39,48,2,3,60,D,5,5
90,1,2,63,19,2,3,60,D,5,5
91,2,1,17,14,2,1,80,D,5,5
91,2,2,-91,94,1,1,80,D,5,5
92,1,1,34,31,2,1,60,D,5,5
92,1,2,1,0,1,1,60,D,5,5
93,2,1,53,56,1,1,100,D,5,5
93,2,2,-95,96,1,1,100,D,5,5
94,0,1,-53,-57,1,3,0,D,5,5
94,0,2,-74,-52,1,3,0,D,5,5
95,2,1,24,23,2,1,40,D,5,5
95,2,2,-88,87,1,1,40,D,5,5
96,1,1,32,37,1,3,80,D,5,5
96,1,2,38,56,1,3,80,D,5,5
97,2,1,14,12,2,3,20,D,5,5
97,2,2,-72,73,2,3,20,D,5,5
98,1,1,41,43,1,3,100,D,5,5
98,1,2,69,-59,1,3,100,D,5,5
99,1,1,16,29,1,1,20,D,5,5
99,1,2,63,-8,2,1,20,D,5,5
100,2,1,37,39,2,3,40,D,5,5
100,2,2,-53,69,1,3,40,D,5,5
101,0,1,-83,-91,1,1,0,D,5,5
101,0,2,-73,-81,1,1,0,D,5,5
102,2,1,71,68,1,3,100,D,5,5
102,2,2,-83,89,1,3,100,D,5,5
103,1,1,37,38,2,1,100,D,5,5
103,1,2,98,-24,2,1,100,D,5,5
104,2,1,26,25,1,3,60,D,5,5
104,2,2,-68,77,2,3,60,D,5,5
105,2,1,30,36,1,3,80,D,5,5
105,2,2,-52,79,2,3,80,D,5,5
106,1,1,25,25,1,3,40,D,5,5
106,1,2,53,-18,1,3,40,D,5,5
107,1,1,33,39,1,1,40,D,5,5
107,1,2,82,-12,1,1,40,D,5,5
108,2,1,47,-32,1,1,60,D,5,5
108,2,2,-90,85,2,1,60,D,5,5
109,2,1,19,24,2,1,20,D,5,5
109,2,2,-90,81,2,1,20,D,5,5
110,1,1,53,48,2,1,80,D,5,5
110,1,2,95,-40,2,1,80,D,5,5
1,1,1,27,23,1,1,80,H,5,1
1,1,2,90,0,1,1,80,H,5,1
2,1,1,37,38,2,1,100,H,5,1
2,1,2,91,9,2,1,100,H,5,1
3,1,1,9,11,2,3,40,H,5,1
3,1,2,0,50,2,3,40,H,5,1
4,1,1,15,19,2,3,80,H,5,1
4,1,2,54,0,2,3,80,H,5,1
5,1,1,21,21,2,3,100,H,5,1
5,1,2,72,13,2,3,100,H,5,1
6,2,1,41,37,2,1,100,H,5,1
6,2,2,-94,94,2,1,100,H,5,1
7,2,1,19,16,1,3,80,H,5,1
7,2,2,-55,61,1,3,80,H,5,1
8,2,1,31,31,2,1,60,H,5,1
8,2,2,-92,90,1,1,60,H,5,1
9,2,1,8,8,2,1,20,H,5,1
9,2,2,-92,78,1,1,20,H,5,1
10,1,1,12,11,1,1,40,H,5,1
10,1,2,69,0,2,1,40,H,5,1
11,1,1,10,11,1,1,20,H,5,1
11,1,2,67,0,2,1,20,H,5,1
12,1,1,21,24,1,3,60,H,5,1
12,1,2,71,0,1,3,60,H,5,1
13,2,1,18,20,1,3,20,H,5,1
13,2,2,-60,56,2,3,20,H,5,1
14,2,1,13,12,2,3,40,H,5,1
14,2,2,-54,55,2,3,40,H,5,1
15,2,1,24,20,2,3,60,H,5,1
15,2,2,-57,40,2,3,60,H,5,1
16,1,1,28,26,2,1,60,H,5,1
16,1,2,91,0,1,1,60,H,5,1
17,0,1,-51,-52,2,3,0,H,5,1
