trial,struct,time,l,un,order,baserate,mag,session,subject,block
56,1,1,0,0,2,1,60,S,9,3
56,1,2,98,-35,1,1,60,S,9,3
57,1,1,0,0,1,3,60,S,9,3
57,1,2,80,-22,1,3,60,S,9,3
58,2,1,0,0,2,3,40,S,9,3
58,2,2,-100,47,2,3,40,S,9,3
59,1,1,0,0,1,1,40,S,9,3
59,1,2,100,-32,1,1,40,S,9,3
60,1,1,0,0,2,3,40,S,9,3
60,1,2,60,-21,1,3,40,S,9,3
61,2,1,-1,0,1,1,40,S,9,3
61,2,2,0,0,2,1,40,S,9,3
62,2,1,10,11,2,3,80,S,9,3
62,2,2,-100,90,1,3,80,S,9,3
63,1,1,16,22,2,1,80,S,9,3
63,1,2,100,-65,2,1,80,S,9,3
64,1,1,8,8,2,3,100,S,9,3
64,1,2,85,-25,1,3,100,S,9,3
65,0,1,-100,-100,2,1,0,S,9,3
65,0,2,-100,-100,1,1,0,S,9,3
66,1,1,21,24,1,1,100,S,9,3
66,1,2,48,43,1,1,100,S,9,3
67,2,1,12,16,2,1,100,S,9,4
67,2,2,-100,100,2,1,100,S,9,4
68,1,1,8,10,1,3,80,S,9,4
68,1,2,71,73,2,3,80,S,9,4
69,1,1,-9,-6,1,3,40,S,9,4
69,1,2,38,-26,1,3,40,S,9,4
70,0,1,-100,-100,1,1,0,S,9,4
70,0,2,-100,-100,1,1,0,S,9,4
71,1,1,0,0,1,3,20,S,9,4
71,1,2,27,-80,2,3,20,S,9,4
72,2,1,-6,0,1,3,40,S,9,4
72,2,2,-100,27,1,3,40,S,9,4
73,1,1,28,23,2,1,100,S,9,4
73,1,2,98,-29,2,1,100,S,9,4
74,2,1,13,11,2,1,80,S,9,4
74,2,2,-100,82,2,1,80,S,9,4
75,1,1,0,0,2,1,80,S,9,4
75,1,2,96,-75,1,1,80,S,9,4
76,1,1,16,12,1,1,60,S,9,4
76,1,2,78,-58,2,1,60,S,9,4
77,2,1,0,0,2,1,20,S,9,4
77,2,2,-100,0,1,1,20,S,9,4
78,2,1,-18,-22,2,3,20,S,9,4
78,2,2,-100,27,1,3,20,S,9,4
79,2,1,0,0,1,3,60,S,9,4
79,2,2,-100,-100,1,3,60,S,9,4
80,0,1,-100,-100,1,3,0,S,9,4
80,0,2,-100,-100,1,3,0,S,9,4
81,2,1,10,8,1,3,80,S,9,4
81,2,2,-100,58,2,3,80,S,9,4
82,1,1,0,0,1,3,60,S,9,4
82,1,2,78,-61,1,3,60,S,9,4
83,2,1,17,16,1,1,60,S,9,4
83,2,2,-100,80,1,1,60,S,9,4
84,1,1,0,0,1,3,100,S,9,4
84,1,2,0,31,1,3,100,S,9,4
85,2,1,0,0,2,1,40,S,9,4
85,2,2,-100,91,1,1,40,S,9,4
86,1,1,0,0,2,1,40,S,9,4
86,1,2,86,-55,2,1,40,S,9,4
87,2,1,14,13,2,3,100,S,9,4
87,2,2,-100,51,1,3,100,S,9,4
88,1,1,0,0,2,1,20,S,9,4
88,1,2,56,-82,2,1,20,S,9,4
89,2,1,7,10,1,3,80,S,9,5
89,2,2,-100,90,2,3,80,S,9,5
90,2,1,0,0,2,1,40,S,9,5
90,2,2,-100,-61,1,1,40,S,9,5
91,0,1,-100,-100,1,1,0,S,9,5
91,0,2,-100,-100,2,1,0,S,9,5
92,0,1,-100,-100,2,3,0,S,9,5
92,0,2,-100,-100,1,3,0,S,9,5
93,2,1,7,8,1,3,40,S,9,5
93,2,2,-100,61,1,3,40,S,9,5
94,2,1,-8,-8,2,3,20,S,9,5
94,2,2,-100,25,2,3,20,S,9,5
95,1,1,-9,-8,2,3,20,S,9,5
95,1,2,27,32,1,3,20,S,9,5
96,2,1,7,12,1,3,60,S,9,5
96,2,2,-100,62,2,3,60,S,9,5
97,2,1,20,25,1,1,100,S,9,5
97,2,2,-100,100,2,1,100,S,9,5
98,2,1,22,26,2,3,100,S,9,5
98,2,2,-100,83,2,3,100,S,9,5
99,1,1,25,26,1,1,100,S,9,5
99,1,2,100,-69,2,1,100,S,9,5
100,1,1,7,6,1,3,60,S,9,5
100,1,2,60,-81,2,3,60,S,9,5
101,1,1,11,12,2,1,80,S,9,5
101,1,2,95,-58,2,1,80,S,9,5
102,1,1,-4,-5,2,1,20,S,9,5
102,1,2,81,-100,2,1,20,S,9,5
103,2,1,13,13,2,1,60,S,9,5
103,2,2,-97,86,2,1,60,S,9,5
104,1,1,21,22,2,3,80,S,9,5
104,1,2,82,-66,2,3,80,S,9,5
105,1,1,26,24,1,3,100,S,9,5
105,1,2,91,-81,2,3,100,S,9,5
106,1,1,5,6,2,1,40,S,9,5
106,1,2,64,-100,2,1,40,S,9,5
107,1,1,7,6,1,3,40,S,9,5
107,1,2,35,-81,1,3,40,S,9,5
108,2,1,5,0,1,1,20,S,9,5
108,2,2,-100,72,1,1,20,S,9,5
109,2,1,23,15,2,1,80,S,9,5
109,2,2,-100,68,1,1,80,S,9,5
110,1,1,0,0,1,1,60,S,9,5
110,1,2,13,10,2,1,60,S,9,5
1,1,1,0,0,1,3,80,D,10,1
1,1,2,50,0,2,3,80,D,10,1
2,2,1,0,0,1,3,60,D,10,1
2,2,2,-100,50,1,3,60,D,10,1
3,0,1,-100,-100,1,1,0,D,10,1
3,0,2,-100,-100,2,1,0,D,10,1
4,1,1,0,0,1,1,80,D,10,1
4,1,2,90,0,2,1,80,D,10,1
5,1,1,0,0,2,3,40,D,10,1
5,1,2,50,0,2,3,40,D,10,1
6,1,1,0,0,2,1,20,D,10,1
6,1,2,90,0,1,1,20,D,10,1
7,2,1,0,0,2,1,100,D,10,1
7,2,2,-100,90,2,1,100,D,10,1
8,2,1,0,0,1,3,80,D,10,1
8,2,2,-100,50,1,3,80,D,10,1
9,1,1,0,0,1,1,40,D,10,1
9,1,2,90,0,1,1,40,D,10,1
10,0,1,-100,-100,1,3,0,D,10,1
10,0,2,-100,-100,2,3,0,D,10,1
11,2,1,0,0,1,3,20,D,10,1
11,2,2,-100,50,1,3,20,D,10,1
12,1,1,0,0,2,1,100,D,10,1
12,1,2,90,0,2,1,100,D,10,1
13,2,1,0,0,1,1,80,D,10,1
13,2,2,-100,90,2,1,80,D,10,1
14,1,1,0,0,2,3,20,D,10,1
14,1,2,50,0,1,3,20,D,10,1
15,2,1,0,0,1,3,40,D,10,1
15,2,2,-100,50,1,3,40,D,10,1
16,1,1,0,0,1,3,60,D,10,1
16,1,2,50,0,1,3,60,D,10,1
17,1,1,0,0,2,3,100,D,10,1
17,1,2,50,0,1,3,100,D,10,1
18,1,1,0,0,1,1,60,D,10,1
18,1,2,90,0,2,1,60,D,10,1
19,2,1,0,0,2,1,20,D,10,1
19,2,2,-100,90,2,1,20,D,10,1
20,2,1,0,0,2,1,40,D,10,1
20,2,2,-100,90,1,1,40,D,10,1
21,2,1,0,0,1,1,60,D,10,1
21,2,2,-100,90,2,1,60,D,10,1
22,2,1,0,0,1,3,100,D,10,1
22,2,2,-100,50,2,3,100,D,10,1
23,1,1,0,0,1,1,40,D,10,2
23,1,2,90,0,1,1,40,D,10,2
24,2,1,0,0,1,1,40,D,10,2
24,2,2,-100,90,1,1,40,D,10,2
25,1,1,0,0,1,1,80,D,10,2
25,1,2,90,0,2,1,80,D,10,2
26,1,1,0,0,2,3,60,D,10,2
26,1,2,50,0,1,3,60,D,10,2
27,1,1,0,0,2,1,100,D,10,2
27,1,2,90,0,1,1,100,D,10,2
28,1,1,0,0,1,3,80,D,10,2
28,1,2,50,0,2,3,80,D,10,2
29,1,1,0,0,1,3,40,D,10,2
29,1,2,50,-100,1,3,40,D,10,2
30,2,1,0,0,2,1,20,D,10,2
30,2,2,-100,90,2,1,20,D,10,2
31,1,1,0,0,2,1,20,D,10,2
31,1,2,90,0,2,1,20,D,10,2
32,2,1,0,0,1,3,100,D,10,2
32,2,2,50,-100,2,3,100,D,10,2
33,2,1,0,0,2,3,20,D,10,2
33,2,2,-100,50,1,3,20,D,10,2
34,0,1,-100,-100,2,3,0,D,10,2
34,0,2,-100,-100,1,3,0,D,10,2
35,1,1,0,0,2,1,60,D,10,2
35,1,2,0,90,1,1,60,D,10,2
36,1,1,0,0,1,3,100,D,10,2
36,1,2,50,0,2,3,100,D,10,2
37,2,1,0,0,1,1,100,D,10,2
37,2,2,-100,90,2,1,100,D,10,2
38,2,1,0,0,1,1,60,D,10,2
38,2,2,-100,90,1,1,60,D,10,2
39,2,1,0,0,2,3,40,D,10,2
39,2,2,-100,50,2,3,40,D,10,2
40,0,1,-100,-100,1,1,0,D,10,2
40,0,2,-100,-100,1,1,0,D,10,2
41,2,1,0,0,1,3,80,D,10,2
41,2,2,-100,50,2,3,80,D,10,2
42,2,1,0,0,1,3,60,D,10,2
42,2,2,-100,50,1,3,60,D,10,2
43,2,1,0,0,1,1,80,D,10,2
43,2,2,-100,90,1,1,80,D,10,2
44,1,1,0,0,1,3,20,D,10,2
44,1,2,50,0,1,3,20,D,10,2
45,2,1,0,0,2,3,40,D,10,3
45,2,2,-100,50,2,3,40,D,10,3
46,2,1,0,0,2,1,60,D,10,3
46,2,2,-100,90,1,1,60,D,10,3
47,1,1,0,0,2,1,40,D,10,3
47,1,2,90,0,2,1,40,D,10,3
48,1,1,0,0,2,3,100,D,10,3
48,1,2,50,0,1,3,100,D,10,3
49,1,1,0,0,2,3,80,D,10,3
49,1,2,50,0,2,3,80,D,10,3
50,2,1,0,0,2,3,20,D,10,3
50,2,2,-100,50,1,3,20,D,10,3
51,0,1,-100,-100,1,1,0,D,10,3
51,0,2,-100,-100,1,1,0,D,10,3
52,1,1,0,0,1,3,60,D,10,3
52,1,2,50,0,1,3,60,D,10,3
53,0,1,-100,-100,1,3,0,D,10,3
53,0,2,-100,-100,2,3,0,D,10,3
54,2,1,0,0,2,3,60,D,10,3
54,2,2,-100,-100,2,3,60,D,10,3
55,2,1,0,0,1,1,40,D,10,3
55,2,2,-100,90,1,1,40,D,10,3
56,2,1,0,0,1,1,80,D,10,3
56,2,2,-100,90,2,1,80,D,10,3
57,1,1,0,0,1,3,40,D,10,3
57,1,2,50,0,1,3,40,D,10,3
58,1,1,0,0,1,1,20,D,10,3
58,1,2,0,90,2,1,20,D,10,3
59,2,1,0,0,1,1,20,D,10,3
59,2,2,-100,90,2,1,20,D,10,3
60,2,1,0,0,2,3,100,D,10,3
60,2,2,-100,50,2,3,100,D,10,3
61,1,1,0,0,1,3,20,D,10,3
61,1,2,50,-100,1,3,20,D,10,3
62,1,1,0,0,1,1,100,D,10,3
62,1,2,90,0,2,1,100,D,10,3
63,1,1,0,0,2,1,60,D,10,3
63,1,2,90,0,2,1,60,D,10,3
64,2,1,0,0,2,3,80,D,10,3
64,2,2,-100,50,1,3,80,D,10,3
65,2,1,0,0,2,1,100,D,10,3
65,2,2,90,-100,2,1,100,D,10,3
66,1,1,0,0,2,1,80,D,10,3
66,1,2,90,0,1,1,80,D,10,3
67,2,1,0,0,2,3,100,D,10,4
67,2,2,-100,50,2,3,100,D,10,4
68,0,1,-100,-100,2,3,0,D,10,4
68,0,2,-100,-100,1,3,0,D,10,4
69,2,1,0,0,2,3,40,D,10,4
69,2,2,-100,50,1,3,40,D,10,4
70,1,1,0,0,1,1,80,D,10,4
70,1,2,90,0,2,1,80,D,10,4
71,2,1,0,0,2,1,20,D,10,4
71,2,2,-100,90,2,1,20,D,10,4
72,1,1,0,0,1,1,20,D,10,4
72,1,2,90,0,1,1,20,D,10,4
73,1,1,0,0,1,1,60,D,10,4
73,1,2,90,0,2,1,60,D,10,4
74,1,1,0,0,1,3,60,D,10,4
74,1,2,50,0,2,3,60,D,10,4
75,1,1,0,0,2,1,40,D,10,4
75,1,2,90,0,2,1,40,D,10,4
76,2,1,0,0,1,1,60,D,10,4
76,2,2,-100,90,1,1,60,D,10,4
77,2,1,0,0,1,3,80,D,10,4
77,2,2,-100,50,1,3,80,D,10,4
78,1,1,0,0,2,3,40,D,10,4
78,1,2,50,0,2,3,40,D,10,4
79,2,1,0,0,2,3,20,D,10,4
79,2,2,-100,50,1,3,20,D,10,4
80,2,1,0,0,2,1,100,D,10,4
80,2,2,-100,90,1,1,100,D,10,4
81,1,1,0,0,2,3,80,D,10,4
81,1,2,50,0,1,3,80,D,10,4
82,1,1,0,0,2,3,100,D,10,4
82,1,2,50,0,1,3,100,D,10,4
83,2,1,0,0,1,1,40,D,10,4
83,2,2,90,0,1,1,40,D,10,4
84,0,1,-100,-100,1,1,0,D,10,4
84,0,2,-100,-100,1,1,0,D,10,4
85,1,1,0,0,2,1,100,D,10,4
85,1,2,90,0,1,1,100,D,10,4
86,1,1,0,0,1,3,20,D,10,4
86,1,2,50,0,2,3,20,D,10,4
87,2,1,0,0,2,1,80,D,10,4
87,2,2,-100,90,2,1,80,D,10,4
88,2,1,0,0,2,3,60,D,10,4
88,2,2,-100,50,1,3,60,D,10,4
89,0,1,-100,-100,2,1,0,D,10,5
89,0,2,-100,-100,2,1,0,D,10,5
90,2,1,0,0,1,3,80,D,10,5
90,2,2,-100,50,2,3,80,D,10,5
91,2,1,0,0,1,3,20,D,10,5
91,2,2,-100,50,1,3,20,D,10,5
92,1,1,0,0,1,3,20,D,10,5
92,1,2,50,0,1,3,20,D,10,5
93,2,1,0,0,2,3,100,D,10,5
93,2,2,-100,50,1,3,100,D,10,5
94,1,1,0,0,1,3,40,D,10,5
94,1,2,50,0,2,3,40,D,10,5
95,1,1,0,0,2,1,20,D,10,5
95,1,2,90,0,1,1,20,D,10,5
96,2,1,0,0,1,3,40,D,10,5
96,2,2,-100,50,2,3,40,D,10,5
97,1,1,0,0,2,3,100,D,10,5
97,1,2,50,0,1,3,100,D,10,5
98,1,1,0,0,2,1,60,D,10,5
98,1,2,0,0,1,1,60,D,10,5
99,1,1,0,0,2,1,80,D,10,5
99,1,2,90,0,1,1,80,D,10,5
100,2,1,0,0,2,1,100,D,10,5
100,2,2,-100,90,2,1,100,D,10,5
101,0,1,-100,-100,2,3,0,D,10,5
101,0,2,-100,-100,2,3,0,D,10,5
102,2,1,0,0,2,1,60,D,10,5
102,2,2,-100,90,2,1,60,D,10,5
103,2,1,0,0,2,1,40,D,10,5
103,2,2,-100,90,1,1,40,D,10,5
104,1,1,0,0,2,3,80,D,10,5
104,1,2,50,0,1,3,80,D,10,5
105,2,1,0,0,2,3,60,D,10,5
105,2,2,-100,50,1,3,60,D,10,5
106,1,1,0,0,2,1,40,D,10,5
106,1,2,50,-100,1,1,40,D,10,5
107,1,1,0,0,2,3,60,D,10,5
107,1,2,50,0,1,3,60,D,10,5
108,2,1,0,0,2,1,80,D,10,5
108,2,2,-100,90,1,1,80,D,10,5
109,1,1,0,0,1,1,100,D,10,5
109,1,2,90,0,1,1,100,D,10,5
110,2,1,0,0,2,1,20,D,10,5
110,2,2,-100,90,2,1,20,D,10,5
1,2,1,0,0,1,1,20,H,10,1
1,2,2,-100,90,2,1,20,H,10,1
2,2,1,5,4,1,3,60,H,10,1
2,2,2,-100,50,1,3,60,H,10,1
3,2,1,0,0,1,3,40,H,10,1
3,2,2,-81,50,1,3,40,H,10,1
4,1,1,0,0,2,3,100,H,10,1
4,1,2,50,-95,1,3,100,H,10,1
5,1,1,0,0,2,3,40,H,10,1
5,1,2,50,0,1,3,40,H,10,1
6,1,1,2,3,2,3,80,H,10,1
6,1,2,50,0,1,3,80,H,10,1
7,1,1,0,0,1,1,40,H,10,1
7,1,2,90,0,1,1,40,H,10,1
8,1,1,0,0,1,1,20,H,10,1
8,1,2,90,0,2,1,20,H,10,1
9,0,1,-100,-100,2,3,0,H,10,1
9,0,2,-100,-100,2,3,0,H,10,1
10,2,1,0,1,1,1,60,H,10,1
10,2,2,-100,90,2,1,60,H,10,1
11,2,1,5,4,1,3,80,H,10,1
11,2,2,-100,50,1,3,80,H,10,1
12,1,1,5,2,1,1,80,H,10,1
12,1,2,90,0,1,1,80,H,10,1
13,0,1,-100,-100,1,1,0,H,10,1
13,0,2,-100,-100,1,1,0,H,10,1
14,2,1,0,0,2,1,80,H,10,1
14,2,2,91,-91,2,1,80,H,10,1
15,1,1,4,4,1,1,100,H,10,1
15,1,2,1,0,1,1,100,H,10,1
16,1,1,9,9,2,1,60,H,10,1
16,1,2,90,0,1,1,60,H,10,1
17,2,1,3,4,1,1,40,H,10,1
17,2,2,-100,90,2,1,40,H,10,1
18,2,1,3,4,2,3,100,H,10,1
18,2,2,-100,50,1,3,100,H,10,1
19,2,1,0,0,1,1,100,H,10,1
19,2,2,-100,90,2,1,100,H,10,1
20,2,1,0,0,2,3,20,H,10,1
20,2,2,-100,50,1,3,20,H,10,1
21,1,1,0,0,1,3,20,H,10,1
21,1,2,50,-92,1,3,20,H,10,1
22,1,1,0,0,1,3,60,H,10,1
22,1,2,50,0,1,3,60,H,10,1
23,1,1,0,0,2,3,100,H,10,2
23,1,2,50,-99,1,3,100,H,10,2
24,1,1,0,0,1,3,80,H,10,2
24,1,2,50,0,1,3,80,H,10,2
25,2,1,0,0,1,3,100,H,10,2
25,2,2,-100,50,1,3,100,H,10,2
26,2,1,0,0,1,3,80,H,10,2
26,2,2,-100,50,2,3,80,H,10,2
27,2,1,0,0,2,3,60,H,10,2
27,2,2,-82,50,1,3,60,H,10,2
28,2,1,0,-1,2,1,40,H,10,2
28,2,2,-100,90,2,1,40,H,10,2
29,0,1,-100,-100,2,1,0,H,10,2
29,0,2,-100,-100,2,1,0,H,10,2
30,1,1,0,0,1,3,40,H,10,2
30,1,2,0,50,2,3,40,H,10,2
31,1,1,0,0,2,1,80,H,10,2
31,1,2,90,0,1,1,80,H,10,2
32,0,1,-100,-100,2,3,0,H,10,2
32,0,2,-100,-100,1,3,0,H,10,2
33,1,1,0,0,2,3,60,H,10,2
33,1,2,50,0,1,3,60,H,10,2
34,2,1,0,0,1,1,100,H,10,2
34,2,2,-95,90,2,1,100,H,10,2
35,1,1,0,0,2,1,60,H,10,2
35,1,2,90,0,1,1,60,H,10,2
36,1,1,0,0,1,1,40,H,10,2
36,1,2,90,0,1,1,40,H,10,2
37,1,1,1,0,1,1,20,H,10,2
37,1,2,90,0,1,1,20,H,10,2
38,2,1,0,0,1,3,40,H,10,2
38,2,2,-100,50,2,3,40,H,10,2
39,1,1,0,0,1,3,20,H,10,2
39,1,2,50,0,1,3,20,H,10,2
40,2,1,0,0,1,1,20,H,10,2
40,2,2,-100,91,2,1,20,H,10,2
41,2,1,0,0,2,3,20,H,10,2
41,2,2,-100,50,1,3,20,H,10,2
42,2,1,0,0,2,1,80,H,10,2
42,2,2,-100,90,2,1,80,H,10,2
43,2,1,0,0,1,1,60,H,10,2
43,2,2,-100,90,2,1,60,H,10,2
44,1,1,0,0,1,1,100,H,10,2
44,1,2,90,0,1,1,100,H,10,2
45,1,1,0,0,1,3,80,H,10,3
45,1,2,50,0,1,3,80,H,10,3
46,1,1,0,0,2,1,60,H,10,3
46,1,2,90,0,1,1,60,H,10,3
47,1,1,0,0,2,3,20,H,10,3
47,1,2,50,0,1,3,20,H,10,3
48,2,1,0,0,1,3,60,H,10,3
48,2,2,-100,50,2,3,60,H,10,3
49,1,1,0,0,1,3,40,H,10,3
49,1,2,50,0,1,3,40,H,10,3
50,2,1,0,0,2,1,40,H,10,3
50,2,2,-100,90,1,1,40,H,10,3
51,2,1,0,0,1,3,100,H,10,3
51,2,2,-100,50,1,3,100,H,10,3
52,2,1,0,0,1,1,80,H,10,3
52,2,2,-100,90,2,1,80,H,10,3
53,1,1,0,0,1,1,80,H,10,3
53,1,2,90,0,1,1,80,H,10,3
54,2,1,0,0,1,1,60,H,10,3
54,2,2,-100,90,1,1,60,H,10,3
55,1,1,0,0,2,3,100,H,10,3
55,1,2,50,0,2,3,100,H,10,3
56,1,1,0,0,1,3,60,H,10,3
56,1,2,50,0,1,3,60,H,10,3
57,2,1,0,0,1,1,100,H,10,3
57,2,2,-100,90,1,1,100,H,10,3
58,1,1,0,0,2,1,40,H,10,3
58,1,2,90,0,2,1,40,H,10,3
59,2,1,0,0,2,1,20,H,10,3
59,2,2,-100,90,1,1,20,H,10,3
60,1,1,0,0,1,1,20,H,10,3
60,1,2,90,0,2,1,20,H,10,3
61,2,1,0,0,2,3,80,H,10,3
61,2,2,-100,50,1,3,80,H,10,3
62,1,1,0,0,1,1,100,H,10,3
62,1,2,91,-100,1,1,100,H,10,3
63,2,1,0,0,1,3,20,H,10,3
63,2,2,-100,50,2,3,20,H,10,3
64,0,1,-100,-100,2,1,0,H,10,3
64,0,2,-100,-100,2,1,0,H,10,3
65,2,1,0,0,1,3,40,H,10,3
65,2,2,-100,50,1,3,40,H,10,3
66,0,1,-100,-100,1,3,0,H,10,3
66,0,2,-100,-100,1,3,0,H,10,3
67,2,1,0,0,2,3,80,H,10,4
67,2,2,-100,50,2,3,80,H,10,4
68,1,1,0,0,2,3,20,H,10,4
68,1,2,50,0,1,3,20,H,10,4
69,0,1,0,0,2,3,0,H,10,4
69,0,2,-100,0,1,3,0,H,10,4
70,2,1,0,0,1,1,40,H,10,4
70,2,2,-100,90,2,1,40,H,10,4
71,1,1,0,0,1,3,60,H,10,4
71,1,2,50,0,2,3,60,H,10,4
72,1,1,0,0,2,1,40,H,10,4
72,1,2,90,0,1,1,40,H,10,4
73,1,1,0,0,1,1,60,H,10,4
73,1,2,90,0,1,1,60,H,10,4
74,1,1,0,0,1,1,20,H,10,4
74,1,2,90,0,2,1,20,H,10,4
75,2,1,0,0,1,1,20,H,10,4
75,2,2,-100,90,2,1,20,H,10,4
76,1,1,0,0,1,3,80,H,10,4
76,1,2,50,0,1,3,80,H,10,4
77,1,1,0,0,2,1,100,H,10,4
77,1,2,90,0,2,1,100,H,10,4
78,2,1,0,0,1,3,40,H,10,4
78,2,2,-100,50,1,3,40,H,10,4
79,2,1,0,0,1,1,60,H,10,4
79,2,2,-100,90,1,1,60,H,10,4
80,0,1,0,0,1,1,0,H,10,4
80,0,2,-100,-100,2,1,0,H,10,4
81,1,1,0,0,2,3,100,H,10,4
81,1,2,50,0,2,3,100,H,10,4
82,1,1,0,0,2,1,80,H,10,4
82,1,2,90,0,2,1,80,H,10,4
83,2,1,0,0,2,3,100,H,10,4
83,2,2,-100,50,1,3,100,H,10,4
84,2,1,0,0,1,3,60,H,10,4
84,2,2,-100,50,1,3,60,H,10,4
85,2,1,0,0,1,3,20,H,10,4
85,2,2,-100,50,2,3,20,H,10,4
86,1,1,0,0,1,3,40,H,10,4
86,1,2,50,-100,2,3,40,H,10,4
87,2,1,0,0,1,1,80,H,10,4
87,2,2,-100,90,1,1,80,H,10,4
88,2,1,0,0,2,1,100,H,10,4
88,2,2,-100,90,1,1,100,H,10,4
89,2,1,0,0,1,3,40,H,10,5
89,2,2,-100,50,2,3,40,H,10,5
90,0,1,-100,-100,2,1,0,H,10,5
90,0,2,-100,-100,1,1,0,H,10,5
91,1,1,0,0,2,3,80,H,10,5
91,1,2,0,50,2,3,80,H,10,5
92,2,1,0,0,2,1,100,H,10,5
92,2,2,-100,90,1,1,100,H,10,5
93,1,1,0,0,1,3,20,H,10,5
93,1,2,50,0,1,3,20,H,10,5
94,1,1,0,0,1,3,100,H,10,5
94,1,2,50,0,2,3,100,H,10,5
95,2,1,0,0,1,3,80,H,10,5
95,2,2,-100,50,1,3,80,H,10,5
96,2,1,0,0,1,3,100,H,10,5
96,2,2,-100,50,1,3,100,H,10,5
97,2,1,0,0,2,1,40,H,10,5
97,2,2,-100,90,2,1,40,H,10,5
98,2,1,0,0,1,1,20,H,10,5
98,2,2,-100,90,2,1,20,H,10,5
99,1,1,0,0,2,1,60,H,10,5
99,1,2,0,0,2,1,60,H,10,5
100,1,1,0,0,2,1,80,H,10,5
100,1,2,90,0,1,1,80,H,10,5
101,2,1,0,0,1,3,20,H,10,5
101,2,2,-100,50,2,3,20,H,10,5
102,1,1,0,0,1,1,20,H,10,5
102,1,2,90,0,2,1,20,H,10,5
103,0,1,-100,-100,2,3,0,H,10,5
103,0,2,-100,-100,2,3,0,H,10,5
104,1,1,0,0,2,1,100,H,10,5
104,1,2,90,0,2,1,100,H,10,5
105,1,1,0,0,1,3,60,H,10,5
105,1,2,50,0,1,3,60,H,10,5
106,2,1,0,0,1,1,60,H,10,5
106,2,2,-100,90,2,1,60,H,10,5
107,1,1,0,0,2,3,40,H,10,5
107,1,2,0,0,1,3,40,H,10,5
108,2,1,0,0,2,3,60,H,10,5
108,2,2,-100,50,2,3,60,H,10,5
109,2,1,0,0,2,1,80,H,10,5
109,2,2,-100,90,2,1,80,H,10,5
110,1,1,0,0,2,1,40,H,10,5
110,1,2,90,0,1,1,40,H,10,5
1,1,1,15,15,1,3,60,S,10,1
1,1,2,50,15,2,3,60,S,10,1
2,1,1,11,11,1,3,40,S,10,1
2,1,2,50,11,2,3,40,S,10,1
3,2,1,20,20,1,1,40,S,10,1
3,2,2,-100,90,1,1,40,S,10,1
4,2,1,20,20,1,3,80,S,10,1
4,2,2,-100,50,1,3,80,S,10,1
5,2,1,20,20,2,3,60,S,10,1
5,2,2,-100,50,2,3,60,S,10,1
6,2,1,22,22,2,1,100,S,10,1
6,2,2,-100,90,1,1,100,S,10,1
7,2,1,10,10,1,3,20,S,10,1
7,2,2,-100,50,2,3,20,S,10,1
8,1,1,20,20,1,1,60,S,10,1
8,1,2,90,-68,1,1,60,S,10,1
9,1,1,13,13,1,1,40,S,10,1
9,1,2,90,-14,2,1,40,S,10,1
10,1,1,9,10,1,3,100,S,10,1
10,1,2,50,-75,2,3,100,S,10,1
11,0,1,-100,-100,2,3,0,S,10,1
11,0,2,-100,-100,2,3,0,S,10,1
12,1,1,15,15,1,1,20,S,10,1
12,1,2,90,-90,2,1,20,S,10,1
13,1,1,7,7,2,3,20,S,10,1
13,1,2,50,-96,1,3,20,S,10,1
14,2,1,23,24,1,1,80,S,10,1
14,2,2,-100,90,2,1,80,S,10,1
15,2,1,7,7,1,3,40,S,10,1
15,2,2,-100,50,2,3,40,S,10,1
16,1,1,20,20,1,1,100,S,10,1
16,1,2,90,0,2,1,100,S,10,1
17,1,1,20,20,2,1,80,S,10,1
17,1,2,90,0,1,1,80,S,10,1
18,0,1,-100,-100,1,1,0,S,10,1
18,0,2,-100,-100,2,1,0,S,10,1
19,1,1,4,5,2,3,80,S,10,1
19,1,2,50,0,2,3,80,S,10,1
20,2,1,5,5,1,1,20,S,10,1
20,2,2,-100,90,2,1,20,S,10,1
21,2,1,15,14,2,3,100,S,10,1
21,2,2,-80,50,2,3,100,S,10,1
22,2,1,13,18,1,1,60,S,10,1
22,2,2,-81,90,2,1,60,S,10,1
23,1,1,0,0,2,1,40,S,10,2
23,1,2,90,0,1,1,40,S,10,2
24,1,1,0,0,2,3,60,S,10,2
24,1,2,50,0,1,3,60,S,10,2
25,2,1,0,0,1,1,80,S,10,2
25,2,2,-93,90,1,1,80,S,10,2
26,2,1,9,11,1,1,100,S,10,2
26,2,2,-93,90,1,1,100,S,10,2
27,2,1,0,0,1,1,60,S,10,2
27,2,2,-97,90,1,1,60,S,10,2
28,0,1,-100,-100,2,3,0,S,10,2
28,0,2,-100,-100,2,3,0,S,10,2
29,1,1,0,0,2,3,20,S,10,2
29,1,2,50,0,1,3,20,S,10,2
30,2,1,0,0,2,3,100,S,10,2
30,2,2,-99,50,1,3,100,S,10,2
31,1,1,0,0,1,1,20,S,10,2
31,1,2,90,0,1,1,20,S,10,2
32,2,1,0,0,2,1,40,S,10,2
32,2,2,53,-97,2,1,40,S,10,2
33,1,1,0,0,1,1,80,S,10,2
33,1,2,90,0,2,1,80,S,10,2
34,1,1,0,0,2,3,100,S,10,2
34,1,2,50,0,1,3,100,S,10,2
35,1,1,0,0,1,1,60,S,10,2
35,1,2,90,0,2,1,60,S,10,2
36,1,1,0,0,1,1,100,S,10,2
